id;case_1_1;case_1_2;case_1_3;case_2_1;case_2_2;case_2_3;case_3_1;case_3_2;case_3_3;case_4_1;case_4_2;case_4_3;case_5_1;case_5_2;case_5_3;case_6_1;case_6_2;case_6_3;case_7_1;case_7_2;case_7_3;case_8_1;case_8_2;case_8_3;case_9_1;case_9_2;case_9_3;emo;rat;group;sex;age;income;isworking;edu;car;city;city_size;time_12;time_34;time_56;time_78;time_9;month;year
220;6;6;2;2;5;4;6;2;1;5;5;5;3;2;1;3;6;6;2;2;2;6;5;2;6;6;2;NA;1;2;0;41;2;1;4;1;Челябинск;1195446;61561;62696;100146;63926;28305;3;2020
221;6;5;2;5;2;1;6;5;1;2;5;5;5;4;4;2;4;6;6;3;2;5;5;2;5;5;2;1;NA;3;1;25;4;1;3;1;Челябинск;1195446;68753;36154;67001;41799;22336;3;2020
222;6;6;3;1;1;4;6;4;1;6;6;6;6;6;6;1;1;5;1;1;1;6;6;5;4;4;3;1;NA;3;0;34;5;1;3;1;Челябинск;1195446;36541;38653;26196;21682;24114;3;2020
223;3;2;2;1;1;4;5;5;1;5;5;5;3;3;1;2;5;2;5;3;2;5;5;5;6;6;3;0;0;1;0;35;5;1;3;1;Уфа;1124226;119991;75833;220521;69043;31584;3;2020
224;6;5;2;6;2;2;6;4;1;4;4;4;1;2;2;2;5;5;2;6;5;4;6;5;1;1;5;0;0;1;0;39;2;1;3;1;Челябинск;1195446;120531;99452;108969;101658;77002;3;2020
225;5;5;1;1;1;4;5;1;1;2;5;6;5;2;2;3;5;5;5;1;1;6;6;6;5;5;5;NA;1;2;1;35;3;1;2;1;Челябинск;1195446;71231;80784;98871;76471;65959;3;2020
226;6;2;3;6;4;5;6;6;4;6;6;6;6;6;1;5;5;6;2;2;1;6;6;6;6;4;3;0;0;1;1;31;5;1;2;1;Челябинск;1195446;98451;128174;93460;90657;55315;3;2020
227;6;6;4;4;4;4;6;6;4;2;2;5;6;6;2;1;1;4;5;2;2;2;5;4;6;6;4;0;0;1;0;50;1;0;3;1;Челябинск;1195446;134891;70552;60634;80769;33489;3;2020
228;4;2;2;2;2;3;5;2;2;4;5;5;5;5;2;2;2;3;5;5;2;6;6;3;5;5;4;0;0;1;0;21;2;1;1;1;Челябинск;1195446;79847;56161;70820;132689;140999;3;2020
229;3;3;3;1;1;2;6;6;6;1;1;1;6;6;6;6;6;6;1;1;1;1;1;1;6;6;6;NA;1;2;1;55;4;1;4;1;Челябинск;1195446;142728;49360;45864;52232;22416;3;2020
230;5;1;1;1;6;4;6;1;1;2;6;6;5;5;5;2;1;6;1;1;1;5;5;2;6;6;2;0;0;1;0;37;3;1;4;1;Астрахань;534241;96126;72677;114146;90025;51483;3;2020
231;6;5;1;1;1;4;6;2;1;2;6;6;5;5;3;1;5;5;6;1;1;5;6;6;5;5;2;0;0;1;1;35;3;1;3;1;Челябинск;1195446;102407;56728;54631;45192;61079;3;2020
232;1;1;2;1;2;2;4;5;4;6;6;5;6;6;5;6;6;5;6;6;4;6;6;4;6;6;5;0;0;1;1;67;2;0;3;1;Челябинск;1195446;73073;85186;68898;125231;28236;3;2020
233;6;4;3;5;1;2;6;3;2;4;5;5;3;4;3;1;3;4;4;3;3;6;6;4;3;3;4;0;0;1;1;22;2;1;1;1;Челябинск;1195446;161389;104598;120272;142360;71213;3;2020
234;6;5;2;6;5;3;5;5;2;4;3;2;5;4;2;1;3;2;4;2;1;3;5;4;6;6;4;0;0;1;0;36;3;1;3;1;Челябинск;1195446;111556;59422;135416;95696;49142;3;2020
235;5;5;2;1;1;5;6;6;6;6;6;6;2;3;3;1;1;1;6;6;4;2;2;5;6;6;5;1;NA;3;0;21;2;1;3;1;Челябинск;1195446;53127;30496;96584;51103;26784;3;2020
236;6;4;2;1;1;4;6;6;4;5;6;6;6;6;3;1;1;5;6;6;3;6;6;5;6;6;3;NA;1;2;1;18;1;1;3;1;Копейск;148232;104162;66273;160242;113952;29768;3;2020
237;6;6;1;6;6;1;6;6;1;6;6;6;2;1;6;1;1;6;6;6;1;6;6;3;6;1;6;NA;1;2;1;18;1;0;3;1;Челябинск;1195446;90467;268768;77920;92161;64277;3;2020
238;6;5;4;2;1;1;6;6;6;1;3;6;6;5;4;4;3;2;6;6;6;1;1;1;4;4;6;NA;1;2;1;18;1;1;3;0;NA;NA;889558;39864;1135744;1723210;105389;3;2020
239;5;3;2;5;5;4;5;2;2;1;6;6;1;1;1;4;5;4;5;5;4;5;5;5;5;5;3;1;NA;3;1;51;3;1;4;1;Челябинск;1195446;107180;117476;78445;97972;39406;3;2020
240;6;6;6;6;6;5;5;1;4;6;6;6;5;4;1;1;1;6;1;1;1;6;6;5;6;6;5;NA;1;2;0;28;3;1;3;1;Челябинск;1195446;77015;109248;101594;46966;24516;3;2020
241;6;4;3;2;2;2;6;3;3;5;5;5;5;3;2;1;3;4;6;3;3;6;6;4;6;6;3;1;NA;3;0;42;3;1;4;1;Челябинск;1195446;67824;84805;82610;151379;36479;3;2020
242;5;5;5;6;6;3;1;1;1;6;6;6;2;2;2;4;4;4;2;2;2;6;6;6;5;5;5;0;0;1;1;23;1;0;3;1;Челябинск;1195446;29674;40708;122924;43608;25649;3;2020
243;4;5;1;6;6;4;3;2;1;2;3;3;1;2;6;4;5;4;5;3;3;6;6;4;5;5;6;0;0;1;1;29;2;0;3;1;Челябинск;1195446;65842;76726;96115;105277;32498;3;2020
244;6;3;1;6;6;6;6;5;2;2;4;6;2;2;2;5;5;5;6;6;2;1;2;2;6;6;2;0;0;1;1;23;3;1;3;1;Аргаяш ;10293;79271;171589;79109;107250;40047;3;2020
245;6;2;2;2;2;2;6;1;2;6;6;5;6;6;2;1;1;2;5;5;4;6;6;6;6;6;4;NA;1;2;1;37;5;1;3;1;Челябинск;1195446;133201;120363;102563;127188;88177;3;2020
246;5;5;4;5;6;4;5;5;4;2;3;3;6;6;4;5;5;5;2;2;1;5;5;5;5;5;4;NA;1;2;0;34;2;1;3;0;Челябинск;1195446;60686;69879;356934;259071;21247;3;2020
247;6;3;1;2;2;2;6;1;1;2;5;4;6;1;2;1;3;5;4;2;2;3;4;3;5;5;3;NA;1;2;0;22;NA;0;3;1;Челябинск;1195446;106075;88852;76513;116614;45840;3;2020
248;6;5;4;6;5;4;6;6;5;1;2;3;6;5;5;1;1;3;6;4;4;1;1;2;6;6;5;0;0;1;0;22;2;1;3;0;Челябинск;1195446;180938;45440;51901;47399;46367;3;2020
249;6;6;4;2;2;1;6;6;5;1;1;6;6;6;5;6;4;6;5;5;4;1;1;2;6;6;2;0;0;1;0;26;3;0;3;1;Челябинск;1195446;73824;62232;68730;111949;33398;3;2020
250;5;2;1;4;3;2;5;4;1;5;5;6;5;4;2;2;3;5;6;6;1;5;3;4;2;2;2;NA;1;2;0;24;2;1;3;1;Челябинск;1195446;164105;203477;219495;174364;98913;3;2020
251;5;4;2;1;1;4;6;4;2;4;6;6;6;6;3;1;1;3;5;2;2;6;6;3;5;5;2;NA;1;2;1;34;1;1;3;0;NA;NA;163185;82621;76178;79858;28516;3;2020
252;6;5;2;3;2;3;6;5;3;1;3;5;5;5;3;1;2;4;4;2;2;5;5;4;3;4;3;1;NA;3;0;26;2;1;3;1;Челябинск;1195446;70186;80285;80292;76612;101169;3;2020
253;6;2;3;6;5;1;5;2;1;5;5;5;5;5;2;2;2;5;6;6;1;5;2;4;5;1;4;1;NA;3;0;24;2;1;3;1;Челябинск;1195446;70962;88923;59976;67322;72984;3;2020
254;5;5;3;1;1;3;1;1;3;6;6;5;5;6;4;2;2;2;1;1;2;6;6;2;5;4;2;1;NA;3;1;23;2;0;3;1;Челябинск;1195446;81666;118071;122242;143638;66959;3;2020
255;6;6;3;1;1;3;6;3;4;6;6;6;6;3;4;1;1;3;6;6;3;6;6;4;1;3;3;1;NA;3;0;26;2;1;3;0;Челябинск;1195446;35327;55122;113036;49179;40411;3;2020
256;4;2;2;3;3;3;5;3;3;4;5;5;5;5;3;3;4;3;5;5;3;5;6;5;5;4;3;NA;1;2;1;28;3;1;1;1;Челябинск;1195446;183444;130761;153922;107830;274114;3;2020
257;6;5;3;4;3;3;6;5;3;2;4;5;6;6;4;2;3;4;4;3;3;4;4;4;6;4;2;0;0;1;0;22;2;1;3;1;Челябинск;1195446;122104;117704;103609;135612;81953;3;2020
258;2;2;3;2;2;2;5;5;5;5;5;5;6;6;4;2;2;3;2;3;2;6;6;3;6;6;1;0;0;1;0;46;3;1;NA;1;Челябинск;1195446;65234;53624;60025;102324;43664;3;2020
259;6;2;1;5;5;3;6;5;1;6;6;6;2;1;1;1;1;5;6;4;2;6;6;2;5;5;3;NA;1;2;0;46;4;1;3;1;Челябинск;1195446;88613;70653;90870;118466;47142;3;2020
260;6;1;1;1;1;2;6;1;1;1;6;6;6;5;5;1;1;2;1;1;1;6;6;3;1;1;4;0;0;1;0;27;2;1;3;1;Челябинск;1195446;80192;78401;66555;68826;96164;3;2020
261;6;5;1;1;1;1;6;5;1;6;6;6;6;5;1;3;5;6;6;6;4;6;6;6;4;3;1;0;0;1;1;27;1;0;3;0;Санкт-Петербург;5392992;147200;60523;108700;86289;55039;3;2020
262;6;6;3;6;6;3;1;2;2;1;2;6;6;6;2;1;2;5;6;5;2;6;6;5;6;5;1;NA;1;2;0;46;2;1;4;1;Челябинск;1195446;109534;57175;73271;69351;46583;3;2020
263;5;2;2;1;1;4;6;4;1;6;5;5;5;3;2;2;2;5;2;2;1;6;6;5;2;2;2;0;0;1;0;27;3;1;3;1;Челябинск;1195446;66648;73418;58810;52595;60542;3;2020
264;6;6;1;2;2;4;6;4;1;3;5;5;6;6;3;1;2;3;5;4;3;6;6;4;6;5;2;0;0;1;1;31;4;1;3;1;Челябинск;1195446;210110;209347;134278;104640;157939;3;2020
265;5;5;3;3;2;2;4;4;2;3;4;5;4;4;3;3;3;3;1;1;5;5;5;4;3;3;2;1;NA;3;0;27;2;0;3;1;Челябинск;1195446;89273;62798;136006;87685;49608;3;2020
266;6;6;1;1;1;2;6;1;1;1;6;6;6;6;1;1;1;6;6;6;1;6;4;4;4;5;2;NA;1;2;1;23;5;1;3;0;Карабаш;10854;55206;113959;58226;65222;83362;3;2020
267;6;2;2;6;1;2;1;1;2;6;6;5;6;6;2;2;4;5;1;1;2;3;4;2;5;6;2;1;NA;3;0;37;3;1;3;1;Челябинск;1195446;155473;98216;87329;116725;38129;3;2020
268;6;6;6;6;6;6;1;1;1;5;5;5;6;6;6;4;4;4;1;1;1;6;6;6;1;1;1;0;0;1;0;42;2;1;3;1;Челябинск;1195446;280657;34562;31421;27056;20212;3;2020
269;6;5;4;1;3;3;1;1;1;6;6;6;6;6;4;5;5;5;1;1;1;6;6;4;1;1;1;NA;1;2;0;42;2;1;3;1;Челябинск;1195446;24546;23945;22186;18955;16896;3;2020
270;6;6;1;5;1;1;6;2;1;1;2;5;6;2;4;2;1;6;1;1;6;6;2;2;6;2;3;NA;1;2;0;33;2;1;3;1;Челябинск;1195446;209425;131029;102161;84525;41940;4;2020
271;5;2;1;6;6;5;5;2;1;5;5;6;5;6;2;1;3;4;5;6;2;5;6;5;2;2;5;0;0;1;1;33;2;1;2;1;Челябинск;1195446;61431;54669;78339;65324;68805;4;2020
272;5;5;3;1;1;4;4;4;5;3;1;1;2;1;2;3;3;5;2;2;2;6;6;4;6;6;6;1;NA;3;1;30;5;1;3;1;Челябинск;1195446;79415;76350;62772;70893;56861;4;2020
273;3;1;5;6;4;3;6;6;2;4;6;6;6;1;3;1;1;3;1;1;1;6;1;4;6;4;4;0;0;1;0;24;3;0;3;1;Миасс;151275;84859;91849;100779;89184;33829;4;2020
274;6;6;5;4;3;3;6;6;4;5;5;5;5;4;3;1;2;3;6;3;2;4;4;5;5;5;5;NA;1;2;0;32;2;1;3;1;Екатеринбург;1483119;1229313;122537;66711;260544;22672;6;2020
275;1;2;6;1;1;5;2;2;2;2;4;6;6;5;2;1;1;5;6;5;2;1;2;2;1;2;6;0;0;1;1;23;1;0;3;0;Челябинск;1195446;32831;43831;43947;26344;13155;6;2020
276;6;5;2;6;5;2;6;5;1;1;3;6;5;6;3;2;1;6;6;1;2;5;6;3;2;1;4;1;NA;3;0;21;2;1;3;1;Челябинск;1195446;66768;72648;116520;224557;52975;6;2020
277;1;1;1;1;1;4;6;6;1;6;6;6;6;6;4;6;6;6;6;6;2;2;2;4;6;6;3;NA;1;2;1;39;3;1;3;0;Нижний Тагил;349008;463057;472573;47542;158971;21938;6;2020
278;6;6;3;6;5;3;6;4;4;4;4;4;6;6;4;1;1;3;4;2;2;1;3;5;3;3;3;0;0;1;0;32;3;1;3;0;Екатеринбург;1483119;67885;97985;38688;89783;48786;6;2020
279;3;3;3;2;1;3;5;5;2;6;6;5;1;1;1;2;2;5;6;5;3;1;1;4;6;6;2;1;NA;3;1;58;5;1;3;0;Переславль-Залесский;37943;66251;39702;71925;42383;34987;6;2020
280;6;6;1;6;5;2;6;5;1;3;5;6;6;1;1;6;2;1;4;3;1;6;6;3;6;6;3;1;NA;3;0;36;4;1;3;1;Москва;12692466;60905;85998;116716;78883;19110;6;2020
281;6;6;2;2;2;1;3;1;1;6;6;6;3;3;3;4;4;6;2;1;1;4;4;3;5;5;1;0;0;1;1;22;2;1;3;0;Санкт-Петербург;5392992;110316;67737;311907;210724;111031;6;2020
282;6;4;3;5;3;4;5;4;2;5;5;5;5;6;4;1;1;5;3;3;2;2;2;6;6;6;3;1;NA;3;1;37;5;1;3;1;Екатеринбург;1483119;79539;113625;118393;261927;44171;6;2020
283;5;5;5;2;2;3;4;2;2;6;6;6;5;5;4;3;5;5;3;2;3;5;6;4;5;5;4;0;0;1;0;30;4;1;3;1;Екатеринбург;1483119;58311;109009;76322;358962;122794;6;2020
284;6;6;6;6;6;4;5;2;1;1;1;1;6;6;2;1;1;4;2;2;2;1;1;1;5;5;4;0;0;1;0;37;4;1;3;1;Нижний Тагил;349008;48219;40579;34768;49976;45605;6;2020
285;6;6;3;6;5;2;6;5;1;6;6;6;1;1;1;2;6;2;6;6;1;6;1;2;6;5;3;NA;1;2;0;30;2;1;3;0;Екатеринбург;1483119;49983;39208;48303;54727;44473;6;2020
286;4;4;4;3;3;3;4;4;2;3;4;6;5;5;3;2;2;5;3;4;2;2;2;4;4;3;4;NA;1;2;0;45;3;1;3;0;Санкт-Петербург;5392992;79564;79805;56890;66628;46558;6;2020
287;6;5;3;6;2;3;6;6;2;6;6;6;1;1;2;2;1;5;6;6;2;1;4;6;6;6;2;NA;1;2;0;38;5;1;3;0;Санкт-Петербург;5392992;51808;34797;47749;62212;21671;6;2020
288;6;5;4;6;4;1;6;1;3;6;6;6;6;6;4;6;6;6;1;1;1;6;3;6;6;6;1;NA;1;2;0;42;3;1;3;0;Москва;12692466;82399;69052;95369;128870;36728;6;2020
289;6;6;1;1;1;1;6;6;1;3;6;6;6;6;1;1;1;6;6;3;5;1;1;1;6;6;6;NA;1;2;0;22;2;1;1;1;Нижний Тагил;349008;53167;65344;56873;67612;45248;6;2020
290;6;5;5;6;4;1;2;1;1;6;6;6;1;1;1;6;6;3;4;1;1;6;6;6;6;6;1;0;0;1;0;37;2;1;3;1;Красноярск;1093771;38213;30912;26944;32608;12743;6;2020
291;5;6;4;6;4;3;1;2;4;5;4;4;5;2;1;3;5;6;4;2;3;4;6;2;4;4;4;1;NA;3;1;34;4;1;3;1;Кировград;18738;76752;92966;92143;96722;38529;6;2020
292;6;6;4;1;1;1;6;4;3;1;2;5;6;4;3;6;4;6;1;1;2;1;2;3;6;6;4;1;NA;3;0;54;5;1;3;1;Москва;12692466;78820;113252;127924;90099;29693;6;2020
293;6;1;1;6;1;1;6;1;1;6;6;1;6;1;1;1;6;2;6;1;1;6;6;6;6;6;2;1;NA;3;0;38;3;1;3;0;Екатеринбург;1483119;67320;58864;100712;85216;80875;6;2020
294;6;6;1;1;1;1;6;5;1;4;6;4;6;6;1;1;1;6;6;6;4;6;4;4;6;6;1;NA;1;2;0;58;2;1;3;1;Нижний Тагил;349008;62254;62247;65359;150033;29187;6;2020
295;5;5;1;5;5;1;5;5;1;2;5;6;5;2;1;1;1;6;5;2;1;1;1;6;5;2;2;1;NA;3;0;36;1;0;3;0;Санкт-Петербург;5392992;96872;47904;75767;83574;39006;6;2020
296;5;5;1;4;4;3;4;4;1;2;2;6;5;5;2;1;1;5;3;2;2;1;1;6;6;6;3;1;NA;3;0;33;5;1;3;0;Миасс;151275;93021;72329;50873;72036;65124;7;2020
297;6;5;1;6;6;3;6;6;3;2;5;6;6;4;3;1;2;5;6;6;1;3;5;4;5;1;2;NA;1;2;0;31;3;1;3;1;Кемерово;556382;110910;38959;60854;37144;30580;7;2020
298;6;5;1;3;2;1;5;3;2;6;6;6;6;6;4;4;6;5;5;4;2;5;6;6;2;2;4;NA;1;2;1;35;2;1;3;1;Екатеринбург;1483119;58658;53681;72876;100777;39423;7;2020
299;6;2;2;1;1;5;5;2;2;6;6;4;5;5;4;5;5;5;5;4;2;6;5;4;6;6;3;NA;1;2;0;42;2;1;4;1;Барнаул;632391;61740;86872;111250;148688;32127;7;2020
300;6;5;4;6;6;4;6;5;4;5;5;4;5;5;4;4;4;5;5;5;5;5;6;5;6;6;5;0;0;1;0;29;1;1;3;1;Донецк;913323;53410;26186;104441;32945;330184;7;2020
301;6;6;2;5;5;3;4;4;3;5;5;5;6;6;2;2;2;5;6;6;2;6;6;3;6;6;1;0;0;1;0;49;NA;NA;NA;NA;Геленджик;76783;32852;40566;53151;45555;56933;7;2020
302;5;4;1;2;2;1;6;6;6;4;4;4;2;1;1;5;6;4;3;2;3;5;6;3;5;2;5;1;NA;3;1;42;4;1;4;1;Чебоксары;495317;61682;44783;42519;65805;73674;7;2020
303;6;4;1;6;6;2;6;6;1;1;5;6;6;5;1;6;5;1;6;5;3;6;6;2;6;4;1;1;NA;3;0;50;3;1;3;0;Барнаул;632391;92716;67463;60106;195978;39529;7;2020
304;6;6;4;3;3;3;6;4;3;2;4;5;6;5;4;1;2;2;4;3;3;2;2;2;4;4;4;1;NA;3;0;32;3;1;4;0;Барнаул;632391;122557;124557;99164;73000;49331;7;2020
305;6;6;1;6;1;1;6;6;1;1;6;6;6;6;5;1;1;6;6;1;1;1;6;1;6;6;6;0;0;1;0;36;3;1;4;0;Борисоглебск ;61765;69339;44982;86070;60112;28433;7;2020
306;3;3;3;2;3;3;3;3;2;2;2;2;2;2;3;3;3;3;3;3;3;2;1;3;2;2;3;0;0;1;0;38;3;1;4;1;Тара;28241;39736;52277;52141;112816;34368;7;2020
307;6;6;3;1;1;2;2;2;2;1;1;3;5;5;5;1;1;3;2;2;3;5;5;5;2;2;2;0;0;1;0;41;5;1;3;0;Москва;12692466;52013;78228;86890;82204;124476;7;2020
308;6;1;1;6;1;1;6;6;2;1;1;2;5;5;6;6;2;2;6;6;4;6;6;3;4;3;1;1;NA;3;0;38;3;1;4;1;Брянск;404793;66608;74415;137216;57066;80651;7;2020
309;6;6;4;1;1;3;6;5;4;6;6;6;6;6;4;1;1;3;6;5;4;1;2;3;6;6;4;NA;1;2;1;NA;1;0;1;0;Ставрополь;437367;56523;81197;71030;273676;69157;7;2020
310;4;3;5;6;6;2;1;1;5;5;6;6;1;1;3;5;6;6;5;5;3;6;6;6;6;6;4;1;NA;3;0;44;4;1;3;1;Ярославль;608353;1148048;130479;229152;100104;35424;7;2020
311;6;4;1;1;1;1;6;5;1;1;3;6;6;6;3;1;2;4;6;4;2;1;1;2;6;6;3;NA;1;2;1;28;3;1;4;1;Абакан;186797;77780;640427;119707;87269;40540;7;2020
312;4;4;3;3;3;3;6;5;3;5;5;6;6;5;3;6;5;3;4;5;3;4;4;3;1;1;2;1;NA;3;0;39;3;1;3;0;Ижевск;648146;65974;45888;41846;104580;27697;7;2020
313;5;2;2;5;2;2;6;4;1;5;5;5;5;5;2;1;1;5;6;3;2;1;5;5;5;5;3;0;0;1;0;37;2;1;3;1;Рязань;539290;70903;71204;42386;67536;64768;7;2020
314;6;6;3;1;1;2;6;5;2;2;4;5;5;6;4;1;1;2;5;2;2;1;1;4;6;3;2;0;0;1;0;24;NA;NA;NA;NA;Москва;12692466;52855;67456;60977;137676;61785;7;2020
315;6;6;4;6;6;4;5;5;4;2;2;3;5;5;4;1;1;3;3;3;3;2;2;3;2;3;5;1;NA;3;0;38;5;1;4;0;Москва;12692466;41919;50472;46183;51321;86821;7;2020
316;4;4;3;5;5;4;5;5;3;4;3;5;3;3;3;2;2;4;5;5;4;5;5;4;3;3;3;1;NA;3;0;46;2;1;3;1;Кемерово;556382;41571;105031;148576;36083;33951;7;2020
317;5;4;4;6;4;4;2;2;1;2;2;3;6;6;4;2;3;3;3;3;1;6;6;4;6;6;4;1;NA;3;0;54;5;1;4;1;Москва;12692466;42006;89378;49812;41908;39900;7;2020
318;5;4;2;5;5;2;5;5;5;2;5;5;5;5;5;2;2;3;5;5;4;3;3;3;5;5;4;1;NA;3;0;50;3;1;4;1;Хабаровск;617473;84185;208773;54591;72428;26274;7;2020
319;6;3;2;1;1;3;3;2;2;4;3;3;3;3;3;1;4;6;6;4;3;6;6;4;6;6;3;0;0;1;0;32;3;1;4;1;Брянск;404793;169906;112311;193538;64470;27267;7;2020
320;6;6;3;5;4;2;5;4;2;2;3;5;5;4;2;2;4;6;4;4;2;4;4;3;4;4;2;0;0;1;0;48;3;1;4;1;Псков;210340;117529;73883;87661;92239;68516;7;2020
321;6;6;4;6;5;1;6;4;2;1;2;6;6;6;1;1;3;5;6;5;2;1;4;6;6;6;2;1;NA;3;0;45;4;1;4;1;Красноярск;1093771;42092;125287;61263;86359;33969;7;2020
322;6;6;1;6;6;3;6;6;1;6;6;6;6;6;6;1;1;6;1;1;1;6;4;6;6;6;2;NA;1;2;0;40;3;1;3;1;Санкт-Петербург;5392992;63282;73031;58790;100544;32274;7;2020
323;6;6;3;2;2;3;6;6;2;5;5;3;6;6;4;6;6;6;1;1;1;6;6;4;6;6;4;1;NA;3;0;42;3;1;4;1;Смоленск;329427;47344;127967;72058;134165;30784;7;2020
324;6;6;1;1;1;4;6;6;1;4;3;6;6;6;1;1;1;6;6;6;1;5;5;5;6;6;1;NA;1;2;0;32;2;1;3;0;Красноярск;1093771;80980;82593;43604;135070;30020;7;2020
325;6;6;1;6;2;3;6;4;1;2;4;6;6;5;2;1;1;5;6;3;2;6;6;5;4;3;3;1;NA;3;0;31;2;1;3;1;Благовещенск;226385;84338;124743;95664;119751;52363;7;2020
326;6;1;2;1;1;1;6;6;6;1;1;1;6;6;6;1;1;1;6;1;6;6;6;6;6;6;6;0;0;1;1;53;4;1;4;1;Уфа;1124226;124942;61252;41632;62815;16315;7;2020
327;6;6;4;1;2;3;6;5;2;2;5;5;6;6;4;1;2;4;6;6;5;1;2;3;6;5;2;NA;1;2;1;55;4;1;4;1;Самара;1156644;211125;196975;101483;102922;182730;7;2020
328;6;6;2;4;2;1;6;6;2;2;3;5;5;5;1;6;6;1;5;5;5;3;2;5;4;4;2;1;NA;3;0;52;3;1;3;1;Санкт-Петербург;5392992;96787;102971;80712;96491;182853;7;2020
329;6;6;4;2;2;3;6;2;2;5;5;5;5;5;5;6;6;5;3;1;2;4;2;4;5;5;5;0;0;1;0;28;2;0;3;0;Пермь;1055397;50897;72765;75472;120011;59196;7;2020
330;5;5;5;5;5;2;5;5;2;5;5;5;5;5;2;2;2;5;2;2;3;5;5;3;5;5;2;1;NA;3;1;45;5;1;3;1;Санкт-Петербург;5392992;109439;96436;91058;414291;23354;7;2020
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
